date,text
2011-10-03,murphy oil completes us refinery sale to calumetpolyone to buy specialty additives firm colormatrixoxea raises syngas capacity by 10 at texas plantneste oil plans €60mn process safety upgrade for finland refinerieshalliburton acquires oilfield service firm multichemdominion seeks us trade permission to export lngenbridge expands n america crude pipeline access
2011-10-04,quaker chemical buys us lubricant firm gw smithfoster wheeler wins management deal for egypt compression projecteurope chemicals growth lags forecast reportnpra to change name in 2012 to american fuel petrochemical manufacturersdow oxychem form chlorocarbon venture to meet rising refrigerants demanddow to spend 25mnyr on us university rd work
2011-10-05,saudi aramco dow see “significant progress” on chemical ventureshale gas market to triple by 2020 lead to more midstream investment reporttechnip inks venezuela production equipment dealman diesel to supply compressors for china plantaxens to design license technology to iraq refineryrpm buys europe fire protection insulation group
2011-10-06,albemarle opens environmental rd facility in usshaw group ebse to form brazil manufacturing jvfluor wins engineering deal on new canada refineryfmc closes deal for european persulfates businesslng fuel use rapidly rising amid low costs reportpraxair acquires us specialty gases distributor
2011-10-07,siemens to supply compressor train for saudi pta plant expansionsolutia buys us energysaving films firm southwallchemtura inks antioxidants supply deal in chinahuntsman opens textile chemicals hub in brazilbaker hughes launches brazil technology center
2011-10-10,honeywell sinochem to form china jv for foam blowing agentssinopec expands canada assets with daylight dealboardwalk southwestern eye gas gathering system in marcellus shaledow saudi aramco finalize sadara chemical jvge greenko to develop india wind power projects
2011-10-11,holly energy to buy us crude pipeline tank assets from hollyfrontierjacobs wins canadian oil sands engineering dealsenterprise seeks shippers for us ethane pipelinefreestone mea team up for frac water treating
2011-10-12,exxonmobil picks technip for engineering on texas lubricant base stock plantge expands north america shale footprint invests in summit midstreamhouston gas processors hype shale at annual meetiea cuts global oil demand forecast for 2011 2012thailands ptt chemical to buy 50 stake in bioplastics firm natureworks
2011-10-13,yantai wanhua to start up china propylene plant in 2013 use uop technologydow lauds us congress for free trade agreementsfoster wheeler wins top british safety awardglobal economic woes to curtail oil demand reportadm orders three ocean vessels for bulk shipping
2011-10-14,foster wheeler inks deal in india to design supply cfb steam generatorsus jobs report overlooks potential of oil gas apiplastics compounder a schulman sees increased buying from europeus chemical group praises house bill to delay epa boiler emissions rules
2011-10-17,anadarko pays 4bn to bp to settle gulf spill claimsabb wins automation for saudi aramco dow plantunilever inks renewable oils deal with solazyme for use in consumer goodsenterprise sells us gas storage complex for 550mkbr sk group license advanced catalytic olefins technology to china plantelix polymers chooses a schulman for europe abs distribution
2011-10-18,polyone forms middle east additives joint ventureppg finalizes deal for european coatings firm dyrupenterprise starts up new ngl fractionator in texasarkema picks jacobs for engineering construction on us petrochemical projectsglobal flowmeter market surging in 2011 amid high energy business study
2011-10-19,yara to buy environment technology firm petro miljöglobal motion control market improves amid strong semiconductors automotive studyfluor wins offshore engineering design deal in uaeenterprise seeks shippers for proposed texas ngl pipeline expansion
2011-10-20,pacific ethanol to provide operations maintenance support for zeachem us biorefinerylanxess bioamber to partner on bioplasticizersus oil drilling increased 16 in third quarter apipetroplus mulls base oil closure at france refineryiea secures energy alliances with india russia
2011-10-21,us september oil demand up 25 from 2010 apius oil gas industry invests 71 billion in technology to reduce greenhouse gases studyhydrocarbon processing forecasts 2012 global hpi spending to rise to 222 billionpetrochina venture to build tangshan lng terminal
2011-10-24,chevron starts gas production at thailand projectge buys majority stake in us fuelstorage terminalskinder morgan expands gas treating business with southtex treaters acquisitionalgenol begins construction on florida biorefinerycbi to design engineer sulfuric acid alkylation unit in china
2011-10-25,cbi wins engineering technology deal for china olefins recovery unitsbp reaches turning point in oil output safety ceostatoil extends aker pact for norway refinery workbasf sinopec start up first chemical plants from china venture expansionwilliams to supply pipeline gas processing for us gulf development of hess chevron
2011-10-26,petron chooses cbi for technology on philippines refinery upgrading projectshale plays spark q3 rise in us oil gas deals pwcwaskom finishes texas gas processing expansionsasol picks foster wheeler for epcm on gasfired power plant in south africacereplast finalizes purchase of italy bioplastics sitelukoil begins 3bnyear investment plan for russia downstream projectscheniere bg ink 8 billion export deal for us lng
2011-10-27,foster wheeler ge team up in south america for mining solutionsmomentive expands korea silicone technology hubchemical ma surging amid major us deals pwcel paso ge open gulf lng regasification terminal
2011-10-28,chevron discovers more natural gas in offshore western australiaair china completes first sustainable biofuel flightstudy says isobutanolgasoline blends are superior to ethanol in small enginesgt wins order for polysilicon production equipment technology in saudi arabia
2011-10-31,dow chemical wins top award of us safety councilsabic picks toyo for energy optimization project at saudi ammonia plantenterprise starts new pipeline for louisiana shaleshaw group may sell energy chemicals unit ceobluefire mulls plan for five new us biorefineriesdcp finalizes deal for conoco pipeline to us gulf will convert to ngl service
2011-11-01,global oil gas firms poised for strong 2011 finish despite market uncertainty reportcabot wins sustainability award at illinois complexshell receives certificate for safe co2 awardsabic creates venture capital arm for technology investmentfoster wheeler inks cfb technology license in indiapraxair acquires supplier american gas group
2011-11-02,refining group names albemarle top biodiesel firmamerican chemical society picks dow researcher for international award in agrochemicalsbasf cargill team up on canola oil developmentenbridge increases stake in canada gas plantge launches innovative heat recovery system for canada complex
2011-11-03,encana to sell texas shale gas assets to enervestfluor wins maintenance deal for rasgas in qatarnabucco pipeline decision could boost germanys gas suppliesus extends offshore leases for deepwater drillingbp inks 50mn settlement to resolve claims from texas city refinery blast
2011-11-04,technip forms technology partnership with french atomic energy groupapi poll sees rising us support for canadian oil usesunoco completes sale of ohio phenol complexheraeus opens asia photovoltaics hub in singaporesabic chief meets chinese delegations notes high commitment to china ops
2011-11-07,advanced refining expands nevada gdiesel plantnalco wins top safety award at louisiana chem siteyara opens diesel exhaust fluid terminal in houstondupont says 2011 asiapacific sales to grow 20 amid rising populationsfluor acquires sulfur technology business in texas from air products
2011-11-08,dow saudi aramco select jacobs for engineering construction of chemicals venturebioamber mitsui plot canada biosuccinic acid plantwood group to supply parts for dow us gas turbineair liquide starts up california air separation unitkinder morgan to invest in 400mn oil terminal at houston ship channeldow mitsui finalize brazil biopolymers joint venturejacobs to engineer manage european projects for shell downstream distribution
2011-11-09,oiltanking plans two new houston crude pipelinesapi launches new us advertising campaign against higher oil gas taxesstatoil extends technip contract for pipeline repair services in norwayiea unveils 2011 world energy outlook says policy changes needed to cut emissionscarbon sciences touts new gastoliquids processrhodia completes silica expansion at illinois plantgtc inks process technology deal with rate for gas processing sulfur recovery
2011-11-10,us shale study finds no clear link between fracking water contaminationcelanese to buy polyvinyl acetate lines of ashlandcristal outotec to partner on tio2 feedstock plant in saudi arabiaus paints coatings demand to grow 8yr studyshell sees strong interest in proposed reversal of louisianatohouston pipelineconoco names downstream spinoff phillips 66 picks houston for headquarterscolfax launches total lubrication management unitus delays keystone xl pipeline until after 2012
2011-11-11,tyco opens valve maintenance repair facility on texas gulf coastkeystone delay causing tremors among big oil benefiting small refinersiea lowers china’s oil demand forecastlibya oil output resuming far faster than expectedsinopec confirms deal with galp energia to buy 30 of brazil assets
2011-11-14,japan russia agree to boost ties eye lng projectbasf to move dispersions pigments headquarters to hong kongrussia joining world trade organization will create export opportunities – dow ceoihs acquires downstream market research firm purvin gertzbhp billiton to spend 45bn on us shale this year
2011-11-15,transcanada keystone reroute agreement could speed approval processuop technology used to process natural gas on fpso vessels in braziltechnip wins epc deal on thailand elastomer plantfoster wheeler inks engineering construction pact for qatargas lngiraq cabinet oks 172 billion shell gas dealatlas pipeline to expand natural gas processing capacity in west texascompounder a schulman opens uae sales office
2011-11-16,siemens opens gas turbine plant in north carolinapraxair to supply oxygen for uruguay pulp millenbridge buys conoco stake in us seaway pipeline will reverse crude oil flowtranscanada ceo keystone xl still most competitive gulf coast pipelineenterprise products cancels wrangler pipeline plan
2011-11-17,seaway pipeline reversal to ease us midwest oil supply glutaeroméxico begins using honeywell uop biofuel on commercial routestotal opposed to proposed eu offshore rulescheniere taps bechtel for engineering construction on sabine pass lng expansionus ngl production to rise over 40 by 2016 study
2011-11-18,us gulf needs more oil pipeline projects following seaway reversal reportreliance bp form jv for india natural gas businessus october oil demand up 25 from 2010 apienergy minister urges canada to diversify exports beyond us include asiaeastman completes netherlands resins expansion
2011-11-21,sabic helps hyundais qarmaq crossover go greenlukoil boosts fuel quality with new cokerabb starts up lube oil blending plant for petromineast west ties up with halliburton for shale playschevron works to contain oil sheen offshore brazillinde hydrogen plant receives responsible care certification
2011-11-22,chenieres second lng contract fills export capacity targetsemgroup to expand midstream business with new gas plantepa punts on ghg regs for refineries emir of qatar inaugurates pearl gtl project
2011-11-23,südchemie approves squeezeoutbp indian oil sign initial pact to build acetic acid plant in west indiaiea urges fix of renewable energy subsidiesfoster wheeler wins project management deal for wyoming gas storage facilityflint hills celebrates 30 years in corpus christi
2011-11-25,austria minister opposed to shale gas drilling reportfrance to stop buying iranian oilchilean power company colbun considers partner in possible lng project
2011-11-28,us says nations must adhere to co2 pacttotal to challenge french government decision on shale gas reportdow saudi aramco finalize sadara chemical jv senior officials namedgtl base oil shipments from shell qatar venture begin reaching americassolutia closes deal to buy southwall technologies
2011-11-29,topsøe to supply equipment for new petrobras refinery in brazildeveloping nations seen making better efforts on climate change officialjacobs to design sulfuric acid coolers for el doradocereplast inks bioplastic distribution deal in turkeyjacobs wins engineering pact for france gas work
2011-11-30,neste oil bapco start up base oil plant in bahrainuop forms alliance with netherlands’ twister for natural gas treatment technologysasol to launch feasibility study on possible ethane cracker in louisiananorway agency sees very serious shortcomings in bp safetyconocophillips looking to sell alliance refinery in louisiana reportflint hills acquires idled nebraska biodiesel plant
2011-12-01,bp to sell canada natural gas liquids unit to plainscbi lands engineering pact for new petrochemical complex in russialinde statoil say joint arctic lng plant exceeding performance expectationsconocophillips finishes illinois refinery expansionchevron phillips chemical closes deal for neste oil polyalphaolefin plant in belgiumeu imposes new iran sanctions but no oil embargo
2011-12-02,sunoco idles key processing units at pennsylvania refinery cites weak marketshale gas gives rise to era of energy independencesinopec sk mulling china ethylene joint venturenpra praises us transition to net fuels exportertoyo lands project management deal for venezuela refinery upgrading work
2011-12-05,qatar petroleum shell plan 64bn petrochemical project by 2017shell looking at gastoliquids projects in uslinde to build hydrogen plant at northeast china chemical complexiran says eu ban on crude imports to hurt europe
2011-12-06,bp accuses halliburton of destroying test results on deepwater horizon cementiea says nations must act independently on climatejacobs wins engineering on honeywell sinochem venture in chinatoyo lands engineering design deal for canada oil sands refinery projectppg launches plan to secure additional tio2 supplyqatargas picks ge technology to lower emissions
2011-12-07,saudi polymers jv to start up integrated petchem complex in q1 2012halliburton defends itself against bp oil spill claimsjacobs shell form partnership for project design work in indiaus regulators issue more spillrelated fines to bpmarathon oil boosting capital spending by 1 billion
2011-12-08,encana sells two western canada gas processing plants to veresendresserrand buys us parts supplier synchronyplains converting oklahoma lpg pipeline to crudeeni ceo italy can cope with eu ban on iran crudechevron to spend record 327 billion on capital projects in 2012dow to expand asiapacific cellulosic ether output
2011-12-09,outlook bleak for europe us refiners at end of dismal yearuop adsorbents removing radiation in japan waterdupont cuts profit outlook on weakening demandrussia’s novatek to double gas output by 2020pacific ethanol increases stake in us biorefineries
2011-12-12,formosa petrochemical cpc in supply deal talksrefining estimates lowered in q4 for oil majorscheniere finalizes export pact with gail india for sabine pass lnghaldor topsøe wins diesel hydrotreater deal for rosneft refinery in russiacme launches new brent crude futures contractsuncor energy suspends syria oil operations
2011-12-13,iea trims 2012 world oil demand growth forecast on economic woesshaw to study iraq refinery rehabilitation projectglobal refinery runs to rise in first quarter ieajacobs awarded work on co2 capture project at gassnova refinery in norwayus chemical group sees slow 2012 improvement led by shale gas
2011-12-14,chevron phillips chemical plans new texas ethane cracker for 2017momentive upc form china phenolic resin venturelinde to build air separation plant in arkansaspetrobras tereos mulling fuel ethanol production in mozambiquebp oil spill report calls for single policing agencyus shale resources likely to spark manufacturing renaissance through 2025 pwc
2011-12-15,transcanada nets more commitments to proposed keystone xl extensionbenefits of shale outweigh risks us surveynorth america energy infrastructure outlook holds stable for 2012 reportcocacola plans to have 100 plantbased bottlechevron committed to staying in brazil despite spill
2011-12-16,us republicans seek to sideline epa in overseeing offshore drillingcameron to pay bp 250mn in gulf spill settlementshell sees encouraging response to proposed louisianatotexas crude pipelineindian stocks at lowest level in more than 2 yearsenbridge closes deal for cabin gas plant in canadaeconomic concerns cloud 2012 energy outlook for north america reportrussia approved to join world trade organization
2011-12-19,transcanada to do whatever is necessary for keystone pipelineinvensys inks simulation technology agreement with shellfortune oil bp to expand china aviation fuels unittechnip wins engineering for lucius deepwater project in us gulf
2011-12-20,dow aksa form carbon fiber venture in turkeyjacobs awarded design work for sulfuric acid coolers in bulgariabp to invest 15bn in angola over next 20 yearskoch pipeline starts up south texas crude terminalhoneywell picks jacobs to engineer louisiana refrigerants expansion
2011-12-21,us coal industry sees limited 2012 upside reportenterprise enbridge seek shipper commitments for us seaway pipeline expansionmagellan copano plan eagle ford condensate linefoster wheeler wins epcm for bp gas separation project in scotlandwestlake boosts planned capacity by 40 for louisiana chloralkali projecttotal wins exxon tender for slagen refinery liftingtotal buys exxonmobil stake in antwerp olefins unit
2011-12-22,exxonmobil to consolidate businesses of fuels marketing lubricantsbp shutting solar unit as industry strugglesvalspar opens coatings rd facility in chinahb fuller to acquire global industrial adhesives business from forbowilliams buys marcellus gas assets in 750m dealpbf plans 1bn delaware city refinery expansion includes new hydrocrackerindia refinery runs increase 92 in november
2011-12-23,us energy rd spending forecast up 23 for 2012total safety acquires belgium downstream group zsafety servicesus fuel prices may become volatile after northeast refinery closurespraxair to acquire houston weldinggas suppliersunpower strikes 165mn deal for total solar unit
2011-12-26,venezuelas pdvsa signs gas supply contract with eni repsolopec agrees to accomodate rising libya oil output
2011-12-27,russia wants closer cooperation with germany on gas projects reportpetrobras halts some reduc refinery ops after fire
2011-12-28,tata power to buy bp stake in india solar venturelukoil to restart stavrolen ethylene unit by april
2011-12-29,kbr wins technology engineering design deal for egyptian ammonia plantpetrobras says one dead two injured from brazil rig accidentspains repsol buys russian oil company eurotek
2011-12-30,us refining profits poised to drop in 2012chesapeake midstream to buy chesapeake energy marcellus shale assets
2011-12-31,indian oil to cut jet fuel prices amid weaker crudeus oil demand fell in november on lower gasoline consumption api
2012-01-02,venezuela seen getting off lightly in 908 million exxonmobil settlement
2012-01-03,sinopec paying 22bn for devon us shale acreagetotal enters us shale venture with chesapeakereliance shell in talks to set up india lng terminalbp asks halliburton to pay full costs of 10 gulf spillcelanese finalizes deal to acquire polyvinyl acetate lines from ashlandenterprise to build ethane pipeline from appalachia to us gulf
2012-01-04,jacobs wins engineering deal on new soda ash unit in saudi arabiaenterprise genesis team up for new gulf pipelineparker hannifin to supply instrumentation for shelltoyo lands utilities work at brazil refinery projectdresserrand acquires parts supplier synchronyrepublicans pressure obama for keystone xl pipeline decisioneu agrees in principle to oil embargo on iran
2012-01-05,hollyfrontier plans 45 expansion for utah refinerybp slammed by norway regulator for valhall firefoster wheeler buys german scrubbing technology firm grafwulffkbr awarded construction deal on exxonmobil lube base stock plant in texasppg closes deal for european coatings group dyrupdow chemical picks uop for propylene production technology at texas projectuop unveils natural gas processing hydrogen unit
2012-01-06,us refiners may profit from petroplus closures in europerepsol shuts fcc unit at petronor refinery in spain amid poor marginstechnip extends subsea services pact with statoilcalumet buys us synthetic lubes unit from ashland
2012-01-09,technip wins design deal on bp china pta venturelinde to buy europe homecare unit of air productsexxonmobil reports emissions flaring at beaumont refinery in texaslyondellbasell to shut two polypropylene lines in germanymaintenance continues at bp texas city refinery alkylation unit source
2012-01-10,basf sinopec complete second phase of nanjing petrochemical ventureuop lands phenol technology deal in south koreainpex total seal lng sales from australia projectakzonobel acquires china surfactants firm boxingshell picks jacobs to engineer tunnels project for german refinerieseia hikes 2012 wti oil price outlook to 10025bbl
2012-01-11,philippines petron to invest in exxonmobil malaysia downstream operationsenbridge probes possible us gulf gas pipeline leaktesoro seeks sale of hawaii refinery retail stationsenterprise extends shipper commitment period for appalachiatexas ethane pipelineus oil coalition urges obama to allow keystone xl
2012-01-12,chevron warns of weakening downstream resultssamsung lands epc contract for clean diesel unit at qatar refineryeuropean refinery shutdowns open doors for indian diesel exportshoover starts pecos pipeline work in west texasadm to end us bioplastics alliance with metabolix
2012-01-13,westlake bids for us chemicals firm georgia gulfinpex total approve 34bn australia lng projectstatoil temporarily shuts down hammerfest lng production after leakorigin oil partners with us doe on conversion of algae into renewable crudeeu remains uncertain on timing of iran oil embargo
2012-01-16,saudi aramco sinopec sign yanbu refinery dealoil india plans to buy up to 200mn in us australia shale gas assetsbp may throw financial lifeline to petroplus reportchina coal to lose competitiveness versus imports by 2015 study
2012-01-17,foster wheeler lands engineering deal for petron refinery upgrade in philippinesuae china ink energy cooperation agreementsbasf to invest €1bn on new tdi plant in germanysunoco completes spinoff of suncoke energy unitgeorgia gulf rejects 1bn unsolicited takeover bid from westlake chemical
2012-01-18,ppg finalizes acquisition of colombia coatings unitssamsung total tap uop technology on south korea petrochemical fuels venturemethanex secures gas supply deal plans restart of new zealand methanol plantcbi awarded oil sands expansion work in canadaiea lowers forecast for china oil demand outputbp unveils global energy outlook through 2030 boosts demand estimateobama rejects transcanada pipeline keystone xltranscanada will reapply for keystone xl permit
2012-01-19,albemarle launches electronic materials businesskeystone xl ruling shows need to diversify energy exports canada ministerfoster wheeler to design new india lng terminalcnpc inks deal with shell qatar for china refinery petrochemical project williams starts springville line in marcellus shale
2012-01-20,poland opens new natural gas pipeline sees more imports from germany petroplus looks to sell france refinery mulls additional saleskeyera acquires canadian isooctane plant from neste oil chevrontexacous fuel demand tanks amid low gasoline use apinovamont genomatica sign europe jv for biobdochromatic acquires new valve line boosts output at new texas facilityus oil groups ask epa to cut cellulosic biofuel rulesempra wins us approval to export louisiana lng
2012-01-23,european union imposes ban on iran crude importssinopec boosts queensland lng stake in australiatoyo lands engineering construction deal on china caprolactam ventureglobal oil gas leaders see higher 2012 spending as industry confidence rises poll
2012-01-24,total not interested in buying europe refineries of petropluscanada oil could be shipped to northern seaports after keystone rejectionus oil industry seeks policy changes as eia unveils annual energy outlookbuffett’s midamerican starts renewable energy unit
2012-01-25,us business lobby likes obama plan on chinanpra finalizes name change becomes american fuel petrochemical manufacturersalbemarle expands us polyolefin catalysts capacityeurope iran have coping plans for eu oil embargohess pdvsa to shut hovensa refinery venture in virgin islandsconoco to shut more natural gas output in 2012
2012-01-26,siemens buys us water treatment firm cambridgebrazil to maintain reduced ethanol mix in gasolineuop technology chosen for diesel lube production at pakistan refinery expansionpetrobras reports oil leak at osorio tanker terminal
2012-01-27,petrobras to expand minas gerais biodiesel planteastman to buy us specialty chemicals firm solutia in 47 billion dealsamsung total plan 18 billon expansion on south korea petrochemical ventureeu sees no need for new shale gas regulationsiraq delays opening of key crude export terminal
2012-01-29,shell ceo says current us gas prices too low for shale investment
2012-01-30,opec sees no shortage of oil in any regioncheniere inks sales pact with korea gas to export sabine pass lngair liquide acquires georgia gulf air separation unitus republicans plan new tactics to secure approval of keystone xl oil pipeline
2012-01-31,foster wheeler to study refinery modernization project in albaniashell ceo says arctic focus on alaska greenland shell ortec form alliance on technical consultingerg sells 20 stake in italian isab refinery venture to partner lukoil
2012-02-01,westlake chemical raises bid for georgia gulfyara apache take control of burrup ammonia plant in australiaargentina to push oil companies to invest moregeorgia gulf rejects revised takeover bid from westlake chemicalpraxair sells us advanced components unit to ngkexxonmobil licenses technology on oil sands steam injection to baker hughes
2012-02-02,shell looking at ways to improve us gas profitspetrochina buys 20 stake in canada shale gas project from shellcbi to supply process heaters for russia refinery modernization workcapstone wins eagle ford shale microturbine orderaker to buy norway engineering firm sandnessjøenbrazil sets domestic record for crude natural gas production in 2011qatar plans lng shutdown if iran closes hormuz
2012-02-03,eu says gas shortage affecting eastern europe greece italy austriasunoco to swap ceos amid transition to logisticscbi inks houston ship channel storage tank dealpetrobras mulls lng regasification fertilizer plants in rio grande do sulsi group plans new phenolic resin plant in chinaexxonmobils natural gas emphasis may hurt small us producers
2012-02-06,us shale boom drives oilfield chem demand studyshaw lands technology upgrading deal for fcc unit at thailand refineryrockwood to build 140mn lithium plant in chileitalys natural gas situation turns critical as eu copes with shortage
2012-02-07,bp to sell global lpg bottles tank filling businessmethanex to relocate chile methanol plant to uscanada jv plans cellulosic ethanol plant in québeceia raises most us price forecasts for crude petroleum productsglobal automation groups form single solution for device integrationbp upgrades dividend as gulf oil spill trial loomsmagellan midstream ceo el pasohouston pipeline not fully committedus chem council unveils energy advocacy campaign
2012-02-08,plains to build northern oklahoma crude oil pipelineshale foreign investment spark 2011 growth in us oil gas ma reportindia boosts iran oil imports largely offsets china reduction sourcestechnip wins flexible pipe supply deal for petrobrashalliburton dumps corporate blackberry for iphoneindependents nab control of us refining industry
2012-02-09,qatar inks korea lng deal as it boosts gas to asiabg group cuts us shale gas drilling amid low priceslinde engineering acquires biomass gasification technology of germanys chorenpolands pkn orlen to intensify 2012 shale drillingsaudi aramco signs 20year crude supply pact with korean refiner soilhusky building new hydrotreater at ohio refinery
2012-02-10,copano to expand eagle ford shale pipeline in usjkc venture wins 15bn of engineering work for ichthys lng in australiaiea cuts 2012 outlook for global oil demand growth cites weaker economygazprom to double european gas storage by 2015global paints coatings demand to rise 54year through 2015 studytotal partly replacing iran oil with saudi crude cfo
2012-02-12,halliburton petronas form partnership to develop global shale resources
2012-02-13,aramco dow award epcm deal to foster wheeler for saudi propylene oxide unittotal to boost investments as quarterly profits risesabic sinopec in talks with trinidad to build 53bn methanol complexhoneywell opens automation training hub in dubaiair liquide starts up new us air separation unitenterprise raises oil storage capacity at proposed houston crude terminal
2012-02-14,us lng export projects bring longterm riskhyundai heavy inks 1bn of europe lng ship ordersreliance plans petrochem expansion at jamnagar refinery in india reportjacobs wins engineering work on four arkema pvc projects in chinafluor to design us biofuels demonstration plantgtc strikes deal with conocophillips to license sulfur recovery technologykeystone xl timeline slips to early 2015kbr to process deep oils for russian refiner taif
2012-02-15,bp to quadruple brazil sugarcane capacityindian oil to use hte catalyst testing system in rdperu says companies interested in developing ica petrochemical complexgazprom predicts no drop in european gas demandcbi zachry venture wins feed work for freeport liquefaction project in texasica fluor daniel awarded 135mn engineering deal for new pemex refinery
2012-02-16,kbr wins construction work on us gas processing plant expansionnatureworks bioamber form biopolymers ventureenbridge discovers eastern michigan pipeline leakthai oil to build 300mn linear alkyl benzene plantshale gas study concludes no link with fracking water contaminationflowserve abahsain jv opens valve manufacturing plant in saudi arabia
2012-02-17,honeywell opens new technology hub in indiataiwan considers reducing crude imports from iranfmc technologies to acquire automation company control systems internationalus january petroleum demand falls from 2011 on lower heating oil use apius officials approve shell oil spill plan for alaska
2012-02-20,poland discussing shale gas incentives with eu talisman ceorussia’s gazprom fully restores europe gas flowsgreek refiner motor oil hellas no longer buying iranian crudeus mexico agree to collaborate on gulf oil projects
2012-02-21,reliance sibur plan india butyl rubber ventureexxonmobil lng venture in papua new guinea sets expansion targetshell extends wood group engineering contract for uk gas plantswilliams cabot plot new us marcellus gas pipelinesemgroup chesapeake gavilon form jv to build oklahoma crude pipelineiea says europe can handle loss of iranian oil
2012-02-22,itt lands global deal to supply pumps for shelltesoro refinery workers reject usw labor contract strike possibleshell eyes east africa lng makes cove energy bidchesapeake plans to double us production of oil liquids by 2015hess pdvsa finish shutdown of hovensa refinery venture in virgin islandsapi says more us oil needed to cut gasoline costs
2012-02-23,lower crude exports from iran could trigger 30 spike in oil prices imfexxonmobil says oil gas reserves higher in 2011obama defends energy policy blames middle east turmoil for rising us gasolinecertifiedsafety opens us midwest office in indiana
2012-02-24,india seeks boost in saudi arabia crude oil supplyshell to buy fuel from petroplus french refinerytnkbp to review operations at unprofitable ukraine refineryus chemical production shows improvementcrude tank explodes at texas fuel storage terminalcalumet mdu to explore building diesel refinery in north dakotatranscanada to extend tamazunchale natural gas pipeline in mexico
2012-02-27,bp in talks for 14bn gulf oil spill settlementblackstone to invest 2bn in cheniere us lng planttranscanada to move ahead with gulf coast leg of keystone xl pipelineformosa eyes new olefins cracker in texas
2012-02-28,lukoil taps foster wheeler for waste heat boiler at russia refinerylinn to buy kansas gas processing plant from bpmitsui to license polyurethane technology to sabicaxens technology chosen for linear alphaolefins at russia petrochemical projecteia warns of diesel price spike if sunoco closes philadelphia refineryengineering firms dhv royal haskoning to merge
2012-02-29,repsol to align with pemex on downstream work in americas spain portugalmomentive to expand silicones production in indianatural gas output declines in lower 48 us statesblackwater to boost storage capacity at georgia chemical terminalaspentech buys german firm solidsim engineering
2012-03-01,exxon to sell uk lubricants unit comma to cosanus sees lower 2011 oil use becomes net exporterair products to acquire dupont stake in us taiwan nanomaterials ventureobama says us reducing dependence on foreign oilcanada oil sands producers form alliance to share environmental technologyjacobs wins engineering work for solvay specialty polymers plant in china
2012-03-02,pakistan rejects us call to drop iran gas pipelinesiemens to supply compressors for air separation plant in chinabp shuts down alaska oil processing hub after fireoil trader gunvor to buy restart petroplus refinery in antwerp belgiumair products to boost russia industrial gas output
2012-03-03,bp reaches 78bn settlement over gulf oil spill
2012-03-05,fluor to design build joule us renewable fuel plantcar accident shuts major us oil pipeline for dayspetrobras starts third train at sabalo natural gas processing plant in boliviahb fuller acquires global industrial adhesives business of forboman diesel turbo buys swiss magnetic bearing specialist mecos traxler
2012-03-06,basf petronas sign pact to develop johor refineryconocophillips expects 2012 output to fall 43chemtura breaks ground on petroleum additives urethanes facility in chinaus oil demand seen at 15year low in 2012 eiaceraweek 12 global gas markets await direction from us – eni ceo
2012-03-07,ge chesapeake to collaborate on us natural gas fueling infrastructuredow board approves texas propylene projectsafety board probes citgo refinery leak in texas
2012-03-08,russia refiner taps foster wheeler for fired heatermetso buys south korea globe valve firm valstoneexxonmobil to spend 185bn through 2016 to grow new energy sourcesshell seeks oil shipper commitments for reversal of houmatohouston pipelineair liquide acquires jacoby biogas plant in georgiadow chemical picks fluor as global epc contractor for capital projects
2012-03-09,motiva to convert nj storage to ulsd biodieselus senate kills latest bid to speed approval of keystone oil pipeline opec says asian growth offsets low oecd demandenbridge restarts us midwest oil pipeline after spillpetrobras ceo pegs 2012 oil price at 100bbl says high levels wont last
2012-03-12,shaw to provide dcc technology for thai refinerypraxair acquires sibur industrial gas unit in russiafoster wheeler wins design deal for lng terminal in dominican republicrockwell automation buys protective systems firm softswitching technologiesvalero contract worker dies after flash fire at memphis refinery
2012-03-13,oil producers start to worry about rising pricesafpm 12 tesoro ceo criticizes challenging regulatory environment in usair products inks liquid gases supply deal in chinamalaysias petronas picks technip for feed work on refinery petrochemical projectchevron says oil gas output to jump 20 by 2017
2012-03-14,fmc opens biopolymer technical hub in singaporeopec pins high oil prices on speculators iea warns of supply woespetrobras to boost gasoline diesel imports in 2012linde to supply air gases for chinese chemicals producer dahuaapi sues epa over us cellulosic biofuel mandatehoneywell forms partnership with magnetrol for terminal safety products
2012-03-15,national fuelretailing association speaks out on rising transportation fuel priceseia raises oil price forecast for 2012kinder morgan to sell some pipeline assets for ftc ok of el paso buyshell taps pennsylvania site for ethane crackerge unit buys into howard energys texas gas pipeline purchase
2012-03-16,eni sees 2012–2015 output growth above 3 per year on higher capexessar commissions diesel hydrotreater unit in indiangva europe one in three heavy vehicles to run on lng by 2035sinopec orders advanced water treatment system for yangzi complextotal signs on for new refining project in china
2012-03-19,shaw total form global alliance on polystyrenevalero to shut aruba refinery by end of marchhess to explore sale of st lucia oil terminalineos licenses polypropylene process technology to new china shenhua plant
2012-03-20,jacobs wins design equipment deal in canada for new sulfuric acid plantenterprise to expand ngl fractionation in texaschemtura raises capacity in italy for polyurethane prepolymersbrazil prosecutor files criminal charges in chevron oil spill caseus to exempt eu japan on iran oil sanctionsromney to attack obama over us gasoline prices
